Age Group Place,Chip Time
26 F 45-49,1:58:18 AM
124 F 25-29,1:58:19 AM
125 F 25-29,1:58:21 AM
120 F 30-34,1:58:21 AM
108 F 35-39,1:58:22 AM
121 F 30-34,1:58:22 AM
9 F 55-59,1:58:22 AM
89 M 45-49,1:58:22 AM
174 M 35-39,1:58:23 AM
122 F 30-34,1:58:23 AM
60 F 40-44,1:58:24 AM
59 M 20-24,1:58:25 AM
63 M 50-54,1:58:25 AM
126 F 25-29,1:58:26 AM
20 M 60-64,1:58:26 AM
61 F 40-44,1:58:26 AM
62 F 40-44,1:58:27 AM
123 F 30-34,1:58:28 AM
60 M 20-24,1:58:28 AM
27 F 45-49,1:58:29 AM
109 F 35-39,1:58:29 AM
21 M 60-64,1:58:30 AM
64 M 50-54,1:58:30 AM
122 M 40-44,1:58:30 AM
28 F 50-54,1:58:32 AM
110 F 35-39,1:58:33 AM
65 M 50-54,1:58:33 AM
111 F 35-39,1:58:33 AM
66 M 50-54,1:58:33 AM
90 M 45-49,1:58:35 AM
63 F 40-44,1:58:35 AM
22 M 60-64,1:58:35 AM
162 M 30-34,1:58:35 AM
91 M 45-49,1:58:35 AM
124 F 30-34,1:58:37 AM
112 F 35-39,1:58:37 AM
29 F 50-54,1:58:37 AM
125 F 30-34,1:58:38 AM
4 M 65-69,1:58:39 AM
175 M 35-39,1:58:39 AM
28 F 45-49,1:58:40 AM
127 F 25-29,1:58:40 AM
163 M 30-34,1:58:41 AM
92 M 45-49,1:58:41 AM
164 M 30-34,1:58:42 AM
113 F 35-39,1:58:43 AM
64 F 40-44,1:58:43 AM
114 F 35-39,1:58:44 AM
29 F 45-49,1:58:44 AM
128 F 25-29,1:58:44 AM
123 M 40-44,1:58:47 AM
115 F 35-39,1:58:47 AM
129 F 25-29,1:58:48 AM
10 F 55-59,1:58:48 AM
124 M 40-44,1:58:49 AM
130 F 25-29,1:58:49 AM
93 M 45-49,1:58:50 AM
165 M 30-34,1:58:50 AM
176 M 35-39,1:58:50 AM
126 F 30-34,1:58:50 AM
127 F 30-34,1:58:50 AM
94 M 45-49,1:58:51 AM
131 F 25-29,1:58:51 AM
2 M 1-14,1:58:52 AM
23 M 60-64,1:58:52 AM
132 F 25-29,1:58:54 AM
30 F 45-49,1:58:54 AM
133 F 25-29,1:58:55 AM
65 F 40-44,1:58:55 AM
95 M 45-49,1:58:57 AM
73 F 20-24,1:59:01 AM
125 M 40-44,1:59:02 AM
177 M 35-39,1:59:03 AM
96 M 45-49,1:59:04 AM
66 F 40-44,1:59:04 AM
31 F 45-49,1:59:04 AM
67 F 40-44,1:59:06 AM
11 F 55-59,1:59:06 AM
5 M 65-69,1:59:08 AM
116 F 35-39,1:59:10 AM
166 M 30-34,1:59:11 AM
134 F 25-29,1:59:14 AM
117 F 35-39,1:59:14 AM
126 M 40-44,1:59:14 AM
68 F 40-44,1:59:15 AM
178 M 35-39,1:59:15 AM
179 M 35-39,1:59:15 AM
97 M 45-49,1:59:15 AM
24 M 60-64,1:59:16 AM
180 M 35-39,1:59:16 AM
69 F 40-44,1:59:17 AM
70 F 40-44,1:59:17 AM
98 M 45-49,1:59:17 AM
74 F 20-24,1:59:19 AM
128 F 30-34,1:59:19 AM
32 F 45-49,1:59:22 AM
71 F 40-44,1:59:22 AM
129 F 30-34,1:59:22 AM
72 F 40-44,1:59:22 AM
30 F 50-54,1:59:24 AM
2 M 70-74,1:59:24 AM
135 F 25-29,1:59:30 AM
31 F 50-54,1:59:31 AM
118 F 35-39,1:59:32 AM
67 M 50-54,1:59:32 AM
136 F 25-29,1:59:32 AM
130 F 30-34,1:59:32 AM
137 F 25-29,1:59:32 AM
119 F 35-39,1:59:33 AM
75 F 20-24,1:59:34 AM
131 F 30-34,1:59:35 AM
132 F 30-34,1:59:37 AM
138 F 25-29,1:59:37 AM
127 M 40-44,1:59:38 AM
139 F 25-29,1:59:38 AM
35 M 55-59,1:59:38 AM
120 F 35-39,1:59:39 AM
133 F 30-34,1:59:39 AM
73 F 40-44,1:59:39 AM
167 M 30-34,1:59:39 AM
68 M 50-54,1:59:39 AM
140 F 25-29,1:59:40 AM
121 F 35-39,1:59:40 AM
122 F 35-39,1:59:40 AM
99 M 45-49,1:59:41 AM
181 M 35-39,1:59:42 AM
100 M 45-49,1:59:43 AM
141 F 25-29,1:59:43 AM
123 F 35-39,1:59:43 AM
124 F 35-39,1:59:44 AM
168 M 30-34,1:59:45 AM
134 F 30-34,1:59:45 AM
169 M 30-34,1:59:46 AM
182 M 35-39,1:59:48 AM
125 F 35-39,1:59:48 AM
32 F 50-54,1:59:48 AM
5 M 15-19,1:59:48 AM
33 F 45-49,1:59:50 AM
128 M 40-44,1:59:50 AM
69 M 50-54,1:59:51 AM
76 F 20-24,1:59:54 AM
74 F 40-44,1:59:55 AM
126 F 35-39,1:59:55 AM
77 F 20-24,1:59:57 AM
78 F 20-24,1:59:57 AM
127 M 25-29,2:00:00 AM
135 F 30-34,2:00:00 AM
142 F 25-29,2:00:00 AM
183 M 35-39,2:00:01 AM
75 F 40-44,2:00:02 AM
76 F 40-44,2:00:02 AM
33 F 50-54,2:00:03 AM
61 M 20-24,2:00:05 AM
143 F 25-29,2:00:05 AM
79 F 20-24,2:00:05 AM
80 F 20-24,2:00:06 AM
62 M 20-24,2:00:07 AM
101 M 45-49,2:00:07 AM
144 F 25-29,2:00:09 AM
145 F 25-29,2:00:09 AM
136 F 30-34,2:00:10 AM
137 F 30-34,2:00:10 AM
81 F 20-24,2:00:12 AM
184 M 35-39,2:00:12 AM
82 F 20-24,2:00:13 AM
34 F 45-49,2:00:14 AM
35 F 45-49,2:00:14 AM
36 F 45-49,2:00:15 AM
12 F 55-59,2:00:16 AM
37 F 45-49,2:00:16 AM
127 F 35-39,2:00:17 AM
38 F 45-49,2:00:17 AM
128 F 35-39,2:00:19 AM
129 F 35-39,2:00:19 AM
34 F 50-54,2:00:20 AM
129 M 40-44,2:00:25 AM
39 F 45-49,2:00:29 AM
146 F 25-29,2:00:29 AM
147 F 25-29,2:00:30 AM
148 F 25-29,2:00:34 AM
185 M 35-39,2:00:35 AM
3 F 60-64,2:00:37 AM
35 F 50-54,2:00:37 AM
128 M 25-29,2:00:38 AM
63 M 20-24,2:00:38 AM
83 F 20-24,2:00:38 AM
36 F 50-54,2:00:39 AM
149 F 25-29,2:00:41 AM
40 F 45-49,2:00:41 AM
77 F 40-44,2:00:42 AM
78 F 40-44,2:00:43 AM
102 M 45-49,2:00:46 AM
130 F 35-39,2:00:47 AM
79 F 40-44,2:00:49 AM
64 M 20-24,2:00:50 AM
131 F 35-39,2:00:50 AM
84 F 20-24,2:00:51 AM
85 F 20-24,2:00:51 AM
132 F 35-39,2:00:53 AM
170 M 30-34,2:00:54 AM
150 F 25-29,2:00:57 AM
41 F 45-49,2:00:58 AM
151 F 25-29,2:00:58 AM
65 M 20-24,2:00:59 AM
171 M 30-34,2:01:00 AM
133 F 35-39,2:01:01 AM
138 F 30-34,2:01:02 AM
103 M 45-49,2:01:02 AM
70 M 50-54,2:01:03 AM
80 F 40-44,2:01:04 AM
134 F 35-39,2:01:07 AM
42 F 45-49,2:01:07 AM
104 M 45-49,2:01:08 AM
135 F 35-39,2:01:08 AM
86 F 20-24,2:01:09 AM
66 M 20-24,2:01:09 AM
139 F 30-34,2:01:10 AM
37 F 50-54,2:01:10 AM
136 F 35-39,2:01:10 AM
137 F 35-39,2:01:11 AM
186 M 35-39,2:01:11 AM
87 F 20-24,2:01:11 AM
140 F 30-34,2:01:12 AM
13 F 55-59,2:01:13 AM
152 F 25-29,2:01:13 AM
172 M 30-34,2:01:16 AM
141 F 30-34,2:01:17 AM
81 F 40-44,2:01:17 AM
142 F 30-34,2:01:19 AM
143 F 30-34,2:01:20 AM
82 F 40-44,2:01:21 AM
173 M 30-34,2:01:23 AM
130 M 40-44,2:01:24 AM
138 F 35-39,2:01:25 AM
139 F 35-39,2:01:25 AM
153 F 25-29,2:01:26 AM
6 M 65-69,2:01:27 AM
144 F 30-34,2:01:29 AM
105 M 45-49,2:01:30 AM
145 F 30-34,2:01:31 AM
25 M 60-64,2:01:31 AM
14 F 55-59,2:01:33 AM
140 F 35-39,2:01:33 AM
88 F 20-24,2:01:34 AM
141 F 35-39,2:01:35 AM
131 M 40-44,2:01:35 AM
106 M 45-49,2:01:36 AM
187 M 35-39,2:01:38 AM
142 F 35-39,2:01:41 AM
83 F 40-44,2:01:42 AM
143 F 35-39,2:01:42 AM
89 F 20-24,2:01:44 AM
132 M 40-44,2:01:44 AM
107 M 45-49,2:01:44 AM
71 M 50-54,2:01:46 AM
108 M 45-49,2:01:48 AM
90 F 20-24,2:01:51 AM
43 F 45-49,2:01:52 AM
44 F 45-49,2:01:52 AM
146 F 30-34,2:01:56 AM
72 M 50-54,2:01:58 AM
45 F 45-49,2:02:01 AM
129 M 25-29,2:02:02 AM
174 M 30-34,2:02:04 AM
147 F 30-34,2:02:05 AM
46 F 45-49,2:02:05 AM
130 M 25-29,2:02:05 AM
148 F 30-34,2:02:05 AM
144 F 35-39,2:02:06 AM
149 F 30-34,2:02:06 AM
38 F 50-54,2:02:06 AM
145 F 35-39,2:02:07 AM
146 F 35-39,2:02:07 AM
147 F 35-39,2:02:07 AM
148 F 35-39,2:02:09 AM
47 F 45-49,2:02:09 AM
149 F 35-39,2:02:09 AM
84 F 40-44,2:02:09 AM
154 F 25-29,2:02:10 AM
133 M 40-44,2:02:11 AM
155 F 25-29,2:02:12 AM
150 F 35-39,2:02:14 AM
91 F 20-24,2:02:15 AM
134 M 40-44,2:02:15 AM
188 M 35-39,2:02:17 AM
36 M 55-59,2:02:17 AM
189 M 35-39,2:02:17 AM
175 M 30-34,2:02:18 AM
150 F 30-34,2:02:18 AM
151 F 35-39,2:02:18 AM
85 F 40-44,2:02:19 AM
109 M 45-49,2:02:21 AM
151 F 30-34,2:02:28 AM
152 F 35-39,2:02:29 AM
15 F 55-59,2:02:29 AM
153 F 35-39,2:02:30 AM
135 M 40-44,2:02:31 AM
156 F 25-29,2:02:32 AM
73 M 50-54,2:02:32 AM
152 F 30-34,2:02:33 AM
153 F 30-34,2:02:33 AM
74 M 50-54,2:02:36 AM
154 F 30-34,2:02:37 AM
26 M 60-64,2:02:37 AM
190 M 35-39,2:02:38 AM
157 F 25-29,2:02:38 AM
136 M 40-44,2:02:39 AM
86 F 40-44,2:02:39 AM
75 M 50-54,2:02:40 AM
110 M 45-49,2:02:41 AM
137 M 40-44,2:02:44 AM
87 F 40-44,2:02:45 AM
154 F 35-39,2:02:45 AM
191 M 35-39,2:02:46 AM
192 M 35-39,2:02:49 AM
131 M 25-29,2:02:50 AM
48 F 45-49,2:02:50 AM
158 F 25-29,2:02:51 AM
155 F 30-34,2:02:53 AM
176 M 30-34,2:02:53 AM
155 F 35-39,2:02:53 AM
159 F 25-29,2:02:53 AM
160 F 25-29,2:02:53 AM
161 F 25-29,2:02:54 AM
156 F 35-39,2:02:54 AM
76 M 50-54,2:02:55 AM
77 M 50-54,2:02:59 AM
193 M 35-39,2:02:59 AM
37 M 55-59,2:02:59 AM
67 M 20-24,2:02:59 AM
157 F 35-39,2:03:00 AM
92 F 20-24,2:03:00 AM
88 F 40-44,2:03:00 AM
49 F 45-49,2:03:01 AM
89 F 40-44,2:03:02 AM
50 F 45-49,2:03:04 AM
38 M 55-59,2:03:04 AM
156 F 30-34,2:03:06 AM
157 F 30-34,2:03:09 AM
23 F 15-19,2:03:09 AM
158 F 30-34,2:03:10 AM
158 F 35-39,2:03:10 AM
177 M 30-34,2:03:10 AM
132 M 25-29,2:03:11 AM
159 F 30-34,2:03:14 AM
51 F 45-49,2:03:14 AM
24 F 15-19,2:03:15 AM
159 F 35-39,2:03:15 AM
162 F 25-29,2:03:17 AM
93 F 20-24,2:03:18 AM
160 F 30-34,2:03:18 AM
194 M 35-39,2:03:18 AM
39 M 55-59,2:03:18 AM
94 F 20-24,2:03:21 AM
90 F 40-44,2:03:22 AM
39 F 50-54,2:03:23 AM
161 F 30-34,2:03:24 AM
162 F 30-34,2:03:25 AM
40 F 50-54,2:03:25 AM
163 F 25-29,2:03:25 AM
95 F 20-24,2:03:26 AM
68 M 20-24,2:03:26 AM
160 F 35-39,2:03:26 AM
69 M 20-24,2:03:27 AM
138 M 40-44,2:03:27 AM
4 F 60-64,2:03:28 AM
195 M 35-39,2:03:28 AM
139 M 40-44,2:03:29 AM
161 F 35-39,2:03:29 AM
164 F 25-29,2:03:32 AM
52 F 45-49,2:03:32 AM
162 F 35-39,2:03:33 AM
140 M 40-44,2:03:34 AM
163 F 35-39,2:03:35 AM
164 F 35-39,2:03:38 AM
91 F 40-44,2:03:39 AM
141 M 40-44,2:03:39 AM
92 F 40-44,2:03:39 AM
178 M 30-34,2:03:40 AM
196 M 35-39,2:03:40 AM
165 F 25-29,2:03:40 AM
133 M 25-29,2:03:40 AM
96 F 20-24,2:03:40 AM
93 F 40-44,2:03:40 AM
78 M 50-54,2:03:46 AM
40 M 55-59,2:03:47 AM
111 M 45-49,2:03:47 AM
134 M 25-29,2:03:48 AM
166 F 25-29,2:03:50 AM
25 F 15-19,2:03:51 AM
53 F 45-49,2:03:53 AM
94 F 40-44,2:03:53 AM
3 M 70-74,2:03:56 AM
197 M 35-39,2:03:56 AM
198 M 35-39,2:03:57 AM
167 F 25-29,2:03:59 AM
97 F 20-24,2:03:59 AM
142 M 40-44,2:03:59 AM
112 M 45-49,2:03:59 AM
163 F 30-34,2:03:59 AM
113 M 45-49,2:04:00 AM
95 F 40-44,2:04:00 AM
199 M 35-39,2:04:00 AM
164 F 30-34,2:04:03 AM
41 F 50-54,2:04:05 AM
79 M 50-54,2:04:05 AM
165 F 30-34,2:04:05 AM
168 F 25-29,2:04:06 AM
165 F 35-39,2:04:06 AM
42 F 50-54,2:04:06 AM
135 M 25-29,2:04:06 AM
114 M 45-49,2:04:08 AM
96 F 40-44,2:04:08 AM
98 F 20-24,2:04:08 AM
169 F 25-29,2:04:09 AM
143 M 40-44,2:04:09 AM
166 F 30-34,2:04:10 AM
170 F 25-29,2:04:10 AM
54 F 45-49,2:04:10 AM
99 F 20-24,2:04:12 AM
171 F 25-29,2:04:12 AM
43 F 50-54,2:04:13 AM
70 M 20-24,2:04:15 AM
144 M 40-44,2:04:16 AM
115 M 45-49,2:04:17 AM
172 F 25-29,2:04:17 AM
5 F 60-64,2:04:17 AM
179 M 30-34,2:04:17 AM
180 M 30-34,2:04:18 AM
166 F 35-39,2:04:18 AM
167 F 35-39,2:04:19 AM
100 F 20-24,2:04:22 AM
71 M 20-24,2:04:22 AM
145 M 40-44,2:04:22 AM
44 F 50-54,2:04:23 AM
167 F 30-34,2:04:24 AM
41 M 55-59,2:04:24 AM
173 F 25-29,2:04:24 AM
136 M 25-29,2:04:25 AM
181 M 30-34,2:04:27 AM
45 F 50-54,2:04:29 AM
174 F 25-29,2:04:29 AM
97 F 40-44,2:04:32 AM
168 F 30-34,2:04:32 AM
182 M 30-34,2:04:33 AM
168 F 35-39,2:04:33 AM
101 F 20-24,2:04:35 AM
146 M 40-44,2:04:35 AM
169 F 30-34,2:04:35 AM
170 F 30-34,2:04:36 AM
200 M 35-39,2:04:36 AM
201 M 35-39,2:04:38 AM
147 M 40-44,2:04:41 AM
2 F 1-14,2:04:44 AM
169 F 35-39,2:04:44 AM
170 F 35-39,2:04:45 AM
171 F 35-39,2:04:45 AM
55 F 45-49,2:04:46 AM
172 F 35-39,2:04:46 AM
173 F 35-39,2:04:47 AM
98 F 40-44,2:04:48 AM
202 M 35-39,2:04:48 AM
56 F 45-49,2:04:49 AM
102 F 20-24,2:04:49 AM
103 F 20-24,2:04:49 AM
104 F 20-24,2:04:50 AM
174 F 35-39,2:04:51 AM
148 M 40-44,2:04:51 AM
175 F 35-39,2:04:53 AM
3 M 1-14,2:04:54 AM
176 F 35-39,2:04:55 AM
175 F 25-29,2:04:56 AM
171 F 30-34,2:04:56 AM
183 M 30-34,2:04:58 AM
176 F 25-29,2:04:59 AM
72 M 20-24,2:04:59 AM
73 M 20-24,2:05:00 AM
184 M 30-34,2:05:00 AM
149 M 40-44,2:05:03 AM
105 F 20-24,2:05:03 AM
80 M 50-54,2:05:03 AM
106 F 20-24,2:05:05 AM
137 M 25-29,2:05:06 AM
177 F 35-39,2:05:06 AM
203 M 35-39,2:05:07 AM
177 F 25-29,2:05:07 AM
46 F 50-54,2:05:08 AM
172 F 30-34,2:05:09 AM
57 F 45-49,2:05:10 AM
178 F 25-29,2:05:10 AM
173 F 30-34,2:05:10 AM
47 F 50-54,2:05:10 AM
138 M 25-29,2:05:10 AM
179 F 25-29,2:05:11 AM
180 F 25-29,2:05:12 AM
185 M 30-34,2:05:14 AM
178 F 35-39,2:05:15 AM
179 F 35-39,2:05:17 AM
16 F 55-59,2:05:17 AM
116 M 45-49,2:05:18 AM
7 M 65-69,2:05:19 AM
26 F 15-19,2:05:20 AM
58 F 45-49,2:05:20 AM
59 F 45-49,2:05:22 AM
150 M 40-44,2:05:23 AM
181 F 25-29,2:05:24 AM
182 F 25-29,2:05:24 AM
107 F 20-24,2:05:24 AM
99 F 40-44,2:05:24 AM
183 F 25-29,2:05:26 AM
27 F 15-19,2:05:26 AM
74 M 20-24,2:05:28 AM
184 F 25-29,2:05:30 AM
139 M 25-29,2:05:31 AM
204 M 35-39,2:05:34 AM
42 M 55-59,2:05:34 AM
108 F 20-24,2:05:35 AM
43 M 55-59,2:05:37 AM
180 F 35-39,2:05:38 AM
185 F 25-29,2:05:38 AM
140 M 25-29,2:05:39 AM
117 M 45-49,2:05:39 AM
186 F 25-29,2:05:39 AM
141 M 25-29,2:05:40 AM
151 M 40-44,2:05:40 AM
142 M 25-29,2:05:40 AM
152 M 40-44,2:05:40 AM
174 F 30-34,2:05:40 AM
118 M 45-49,2:05:41 AM
175 F 30-34,2:05:41 AM
143 M 25-29,2:05:41 AM
181 F 35-39,2:05:43 AM
182 F 35-39,2:05:43 AM
187 F 25-29,2:05:44 AM
153 M 40-44,2:05:45 AM
188 F 25-29,2:05:46 AM
176 F 30-34,2:05:46 AM
183 F 35-39,2:05:47 AM
100 F 40-44,2:05:47 AM
189 F 25-29,2:05:47 AM
109 F 20-24,2:05:48 AM
110 F 20-24,2:05:48 AM
184 F 35-39,2:05:49 AM
111 F 20-24,2:05:50 AM
48 F 50-54,2:05:50 AM
112 F 20-24,2:05:50 AM
185 F 35-39,2:05:52 AM
81 M 50-54,2:05:52 AM
60 F 45-49,2:05:55 AM
6 F 60-64,2:05:55 AM
190 F 25-29,2:05:56 AM
75 M 20-24,2:05:57 AM
154 M 40-44,2:05:58 AM
49 F 50-54,2:05:59 AM
82 M 50-54,2:05:59 AM
186 F 35-39,2:06:00 AM
113 F 20-24,2:06:02 AM
186 M 30-34,2:06:02 AM
114 F 20-24,2:06:02 AM
83 M 50-54,2:06:05 AM
187 F 35-39,2:06:07 AM
188 F 35-39,2:06:09 AM
101 F 40-44,2:06:09 AM
177 F 30-34,2:06:10 AM
191 F 25-29,2:06:10 AM
192 F 25-29,2:06:11 AM
193 F 25-29,2:06:12 AM
119 M 45-49,2:06:12 AM
61 F 45-49,2:06:12 AM
7 F 60-64,2:06:12 AM
189 F 35-39,2:06:13 AM
,2:06:14 AM
194 F 25-29,2:06:14 AM
195 F 25-29,2:06:14 AM
155 M 40-44,2:06:15 AM
27 M 60-64,2:06:15 AM
102 F 40-44,2:06:17 AM
190 F 35-39,2:06:18 AM
17 F 55-59,2:06:19 AM
178 F 30-34,2:06:19 AM
120 M 45-49,2:06:20 AM
179 F 30-34,2:06:20 AM
191 F 35-39,2:06:20 AM
156 M 40-44,2:06:21 AM
144 M 25-29,2:06:22 AM
157 M 40-44,2:06:22 AM
62 F 45-49,2:06:24 AM
103 F 40-44,2:06:26 AM
63 F 45-49,2:06:29 AM
84 M 50-54,2:06:30 AM
64 F 45-49,2:06:30 AM
65 F 45-49,2:06:31 AM
115 F 20-24,2:06:32 AM
196 F 25-29,2:06:32 AM
116 F 20-24,2:06:33 AM
50 F 50-54,2:06:34 AM
158 M 40-44,2:06:34 AM
192 F 35-39,2:06:35 AM
193 F 35-39,2:06:38 AM
194 F 35-39,2:06:38 AM
117 F 20-24,2:06:40 AM
197 F 25-29,2:06:41 AM
198 F 25-29,2:06:41 AM
159 M 40-44,2:06:41 AM
199 F 25-29,2:06:41 AM
85 M 50-54,2:06:41 AM
121 M 45-49,2:06:41 AM
44 M 55-59,2:06:42 AM
4 M 70-74,2:06:42 AM
45 M 55-59,2:06:43 AM
180 F 30-34,2:06:43 AM
195 F 35-39,2:06:47 AM
181 F 30-34,2:06:47 AM
51 F 50-54,2:06:50 AM
145 M 25-29,2:06:50 AM
52 F 50-54,2:06:51 AM
196 F 35-39,2:06:52 AM
28 F 15-19,2:06:53 AM
160 M 40-44,2:06:55 AM
29 F 15-19,2:06:55 AM
146 M 25-29,2:06:56 AM
200 F 25-29,2:06:56 AM
118 F 20-24,2:06:56 AM
18 F 55-59,2:06:56 AM
161 M 40-44,2:06:57 AM
28 M 60-64,2:06:58 AM
187 M 30-34,2:06:58 AM
197 F 35-39,2:07:01 AM
182 F 30-34,2:07:01 AM
201 F 25-29,2:07:01 AM
8 M 65-69,2:07:02 AM
202 F 25-29,2:07:02 AM
205 M 35-39,2:07:03 AM
183 F 30-34,2:07:03 AM
66 F 45-49,2:07:03 AM
76 M 20-24,2:07:04 AM
206 M 35-39,2:07:04 AM
122 M 45-49,2:07:04 AM
198 F 35-39,2:07:05 AM
119 F 20-24,2:07:07 AM
147 M 25-29,2:07:09 AM
120 F 20-24,2:07:10 AM
19 F 55-59,2:07:10 AM
184 F 30-34,2:07:10 AM
53 F 50-54,2:07:10 AM
203 F 25-29,2:07:11 AM
20 F 55-59,2:07:12 AM
148 M 25-29,2:07:12 AM
185 F 30-34,2:07:12 AM
204 F 25-29,2:07:13 AM
121 F 20-24,2:07:13 AM
199 F 35-39,2:07:14 AM
104 F 40-44,2:07:14 AM
86 M 50-54,2:07:14 AM
200 F 35-39,2:07:14 AM
54 F 50-54,2:07:15 AM
67 F 45-49,2:07:15 AM
122 F 20-24,2:07:16 AM
105 F 40-44,2:07:18 AM
201 F 35-39,2:07:18 AM
205 F 25-29,2:07:19 AM
206 F 25-29,2:07:19 AM
207 F 25-29,2:07:20 AM
208 F 25-29,2:07:20 AM
202 F 35-39,2:07:23 AM
68 F 45-49,2:07:27 AM
186 F 30-34,2:07:27 AM
106 F 40-44,2:07:28 AM
55 F 50-54,2:07:30 AM
203 F 35-39,2:07:30 AM
204 F 35-39,2:07:31 AM
187 F 30-34,2:07:31 AM
107 F 40-44,2:07:31 AM
188 F 30-34,2:07:31 AM
21 F 55-59,2:07:32 AM
207 M 35-39,2:07:32 AM
189 F 30-34,2:07:32 AM
69 F 45-49,2:07:32 AM
77 M 20-24,2:07:33 AM
149 M 25-29,2:07:34 AM
108 F 40-44,2:07:34 AM
56 F 50-54,2:07:34 AM
208 M 35-39,2:07:35 AM
123 M 45-49,2:07:35 AM
190 F 30-34,2:07:35 AM
109 F 40-44,2:07:35 AM
110 F 40-44,2:07:35 AM
123 F 20-24,2:07:36 AM
111 F 40-44,2:07:36 AM
124 F 20-24,2:07:36 AM
205 F 35-39,2:07:39 AM
191 F 30-34,2:07:41 AM
192 F 30-34,2:07:41 AM
124 M 45-49,2:07:41 AM
125 F 20-24,2:07:41 AM
70 F 45-49,2:07:43 AM
57 F 50-54,2:07:43 AM
193 F 30-34,2:07:45 AM
71 F 45-49,2:07:47 AM
162 M 40-44,2:07:47 AM
206 F 35-39,2:07:47 AM
