Age Group Place,Chip Time
241 M 30-34,2:32:39 AM
257 M 35-39,2:32:39 AM
56 F 55-59,2:32:45 AM
364 F 30-34,2:32:45 AM
265 F 40-44,2:32:53 AM
226 F 20-24,2:32:54 AM
210 M 40-44,2:32:55 AM
266 F 40-44,2:32:59 AM
129 M 50-54,2:33:04 AM
383 F 25-29,2:33:05 AM
365 F 30-34,2:33:05 AM
366 F 30-34,2:33:06 AM
267 F 40-44,2:33:06 AM
391 F 35-39,2:33:08 AM
268 F 40-44,2:33:08 AM
258 M 35-39,2:33:08 AM
177 M 45-49,2:33:09 AM
384 F 25-29,2:33:11 AM
392 F 35-39,2:33:12 AM
367 F 30-34,2:33:15 AM
113 F 50-54,2:33:15 AM
114 F 50-54,2:33:15 AM
393 F 35-39,2:33:15 AM
269 F 40-44,2:33:16 AM
368 F 30-34,2:33:17 AM
270 F 40-44,2:33:20 AM
394 F 35-39,2:33:24 AM
385 F 25-29,2:33:28 AM
115 F 50-54,2:33:32 AM
116 F 50-54,2:33:34 AM
50 F 15-19,2:33:35 AM
191 F 45-49,2:33:40 AM
271 F 40-44,2:33:40 AM
369 F 30-34,2:33:43 AM
272 F 40-44,2:33:44 AM
192 F 45-49,2:33:44 AM
395 F 35-39,2:33:47 AM
57 F 55-59,2:33:49 AM
386 F 25-29,2:33:50 AM
242 M 30-34,2:33:51 AM
211 M 40-44,2:33:51 AM
20 F 60-64,2:33:54 AM
178 M 45-49,2:33:54 AM
212 M 40-44,2:33:56 AM
396 F 35-39,2:34:00 AM
117 F 50-54,2:34:02 AM
227 F 20-24,2:34:04 AM
397 F 35-39,2:34:08 AM
118 F 50-54,2:34:09 AM
193 F 45-49,2:34:09 AM
58 F 55-59,2:34:10 AM
273 F 40-44,2:34:12 AM
398 F 35-39,2:34:17 AM
370 F 30-34,2:34:21 AM
387 F 25-29,2:34:21 AM
119 F 50-54,2:34:21 AM
371 F 30-34,2:34:23 AM
372 F 30-34,2:34:24 AM
274 F 40-44,2:34:25 AM
388 F 25-29,2:34:27 AM
389 F 25-29,2:34:31 AM
228 F 20-24,2:34:33 AM
194 F 45-49,2:34:37 AM
229 F 20-24,2:34:39 AM
373 F 30-34,2:34:43 AM
70 M 55-59,2:34:45 AM
179 M 45-49,2:34:45 AM
120 F 50-54,2:34:46 AM
21 F 60-64,2:34:47 AM
390 F 25-29,2:34:49 AM
374 F 30-34,2:34:49 AM
391 F 25-29,2:34:49 AM
243 M 30-34,2:34:49 AM
59 F 55-59,2:34:55 AM
275 F 40-44,2:34:59 AM
392 F 25-29,2:35:01 AM
399 F 35-39,2:35:06 AM
393 F 25-29,2:35:09 AM
195 F 45-49,2:35:14 AM
60 F 55-59,2:35:14 AM
375 F 30-34,2:35:21 AM
400 F 35-39,2:35:21 AM
376 F 30-34,2:35:22 AM
,2:35:22 AM
377 F 30-34,2:35:24 AM
401 F 35-39,2:35:25 AM
378 F 30-34,2:35:29 AM
402 F 35-39,2:35:29 AM
180 M 45-49,2:35:29 AM
,2:35:29 AM
379 F 30-34,2:35:30 AM
2 F 65-69,2:35:30 AM
403 F 35-39,2:35:35 AM
404 F 35-39,2:35:36 AM
121 F 50-54,2:35:39 AM
394 F 25-29,2:35:40 AM
276 F 40-44,2:35:40 AM
395 F 25-29,2:35:41 AM
244 M 30-34,2:35:44 AM
96 M 20-24,2:35:50 AM
396 F 25-29,2:35:50 AM
191 M 25-29,2:35:51 AM
22 F 60-64,2:35:51 AM
397 F 25-29,2:35:51 AM
405 F 35-39,2:35:57 AM
406 F 35-39,2:35:58 AM
122 F 50-54,2:35:59 AM
230 F 20-24,2:36:08 AM
196 F 45-49,2:36:09 AM
398 F 25-29,2:36:11 AM
277 F 40-44,2:36:13 AM
278 F 40-44,2:36:14 AM
197 F 45-49,2:36:14 AM
399 F 25-29,2:36:17 AM
400 F 25-29,2:36:18 AM
407 F 35-39,2:36:19 AM
408 F 35-39,2:36:20 AM
380 F 30-34,2:36:20 AM
409 F 35-39,2:36:22 AM
410 F 35-39,2:36:24 AM
61 F 55-59,2:36:28 AM
231 F 20-24,2:36:28 AM
198 F 45-49,2:36:30 AM
62 F 55-59,2:36:35 AM
63 F 55-59,2:36:37 AM
411 F 35-39,2:36:37 AM
381 F 30-34,2:36:38 AM
279 F 40-44,2:36:41 AM
412 F 35-39,2:36:44 AM
382 F 30-34,2:36:45 AM
64 F 55-59,2:36:45 AM
130 M 50-54,2:36:46 AM
383 F 30-34,2:36:46 AM
384 F 30-34,2:36:48 AM
123 F 50-54,2:36:51 AM
51 F 15-19,2:36:53 AM
131 M 50-54,2:36:53 AM
199 F 45-49,2:36:53 AM
280 F 40-44,2:36:59 AM
200 F 45-49,2:36:59 AM
259 M 35-39,2:37:02 AM
213 M 40-44,2:37:02 AM
413 F 35-39,2:37:09 AM
281 F 40-44,2:37:10 AM
414 F 35-39,2:37:12 AM
385 F 30-34,2:37:13 AM
192 M 25-29,2:37:14 AM
232 F 20-24,2:37:14 AM
415 F 35-39,2:37:18 AM
416 F 35-39,2:37:18 AM
417 F 35-39,2:37:20 AM
245 M 30-34,2:37:20 AM
386 F 30-34,2:37:22 AM
401 F 25-29,2:37:27 AM
402 F 25-29,2:37:34 AM
201 F 45-49,2:37:35 AM
418 F 35-39,2:37:36 AM
214 M 40-44,2:37:38 AM
387 F 30-34,2:37:39 AM
282 F 40-44,2:37:44 AM
233 F 20-24,2:37:45 AM
193 M 25-29,2:37:45 AM
403 F 25-29,2:37:45 AM
202 F 45-49,2:37:46 AM
388 F 30-34,2:37:48 AM
203 F 45-49,2:37:49 AM
283 F 40-44,2:37:53 AM
404 F 25-29,2:37:54 AM
389 F 30-34,2:37:54 AM
23 F 60-64,2:38:01 AM
204 F 45-49,2:38:03 AM
181 M 45-49,2:38:05 AM
260 M 35-39,2:38:07 AM
419 F 35-39,2:38:07 AM
284 F 40-44,2:38:08 AM
97 M 20-24,2:38:11 AM
261 M 35-39,2:38:14 AM
234 F 20-24,2:38:17 AM
390 F 30-34,2:38:20 AM
391 F 30-34,2:38:20 AM
392 F 30-34,2:38:28 AM
393 F 30-34,2:38:28 AM
420 F 35-39,2:38:30 AM
394 F 30-34,2:38:32 AM
24 F 60-64,2:38:33 AM
65 F 55-59,2:38:34 AM
66 F 55-59,2:38:40 AM
205 F 45-49,2:38:43 AM
285 F 40-44,2:38:48 AM
25 F 60-64,2:38:50 AM
421 F 35-39,2:38:53 AM
206 F 45-49,2:38:53 AM
207 F 45-49,2:38:57 AM
405 F 25-29,2:38:58 AM
52 F 15-19,2:38:58 AM
6 F 1-14,2:38:59 AM
422 F 35-39,2:39:04 AM
423 F 35-39,2:39:04 AM
262 M 35-39,2:39:08 AM
395 F 30-34,2:39:08 AM
424 F 35-39,2:39:14 AM
124 F 50-54,2:39:16 AM
425 F 35-39,2:39:18 AM
46 M 60-64,2:39:20 AM
194 M 25-29,2:39:22 AM
406 F 25-29,2:39:23 AM
407 F 25-29,2:39:23 AM
396 F 30-34,2:39:24 AM
67 F 55-59,2:39:25 AM
426 F 35-39,2:39:25 AM
397 F 30-34,2:39:33 AM
208 F 45-49,2:39:35 AM
98 M 20-24,2:39:37 AM
235 F 20-24,2:39:37 AM
427 F 35-39,2:39:40 AM
398 F 30-34,2:39:40 AM
408 F 25-29,2:39:42 AM
428 F 35-39,2:39:53 AM
286 F 40-44,2:39:58 AM
209 F 45-49,2:40:03 AM
429 F 35-39,2:40:07 AM
287 F 40-44,2:40:09 AM
288 F 40-44,2:40:16 AM
430 F 35-39,2:40:17 AM
431 F 35-39,2:40:17 AM
210 F 45-49,2:40:17 AM
211 F 45-49,2:40:19 AM
399 F 30-34,2:40:19 AM
125 F 50-54,2:40:33 AM
,2:40:41 AM
215 M 40-44,2:40:41 AM
409 F 25-29,2:40:42 AM
212 F 45-49,2:40:52 AM
432 F 35-39,2:40:58 AM
182 M 45-49,2:41:00 AM
400 F 30-34,2:41:04 AM
401 F 30-34,2:41:18 AM
195 M 25-29,2:41:18 AM
410 F 25-29,2:41:18 AM
402 F 30-34,2:41:21 AM
213 F 45-49,2:41:24 AM
214 F 45-49,2:41:24 AM
236 F 20-24,2:41:24 AM
237 F 20-24,2:41:27 AM
411 F 25-29,2:41:31 AM
126 F 50-54,2:41:34 AM
403 F 30-34,2:41:37 AM
246 M 30-34,2:41:37 AM
289 F 40-44,2:41:38 AM
412 F 25-29,2:41:42 AM
413 F 25-29,2:41:45 AM
290 F 40-44,2:41:46 AM
263 M 35-39,2:41:46 AM
404 F 30-34,2:41:47 AM
68 F 55-59,2:41:47 AM
433 F 35-39,2:41:55 AM
26 F 60-64,2:41:57 AM
405 F 30-34,2:41:58 AM
183 M 45-49,2:42:06 AM
434 F 35-39,2:42:08 AM
264 M 35-39,2:42:08 AM
53 F 15-19,2:42:09 AM
435 F 35-39,2:42:12 AM
2 F 70-74,2:42:12 AM
47 M 60-64,2:42:13 AM
406 F 30-34,2:42:14 AM
238 F 20-24,2:42:15 AM
247 M 30-34,2:42:15 AM
69 F 55-59,2:42:16 AM
239 F 20-24,2:42:16 AM
407 F 30-34,2:42:16 AM
408 F 30-34,2:42:17 AM
436 F 35-39,2:42:18 AM
127 F 50-54,2:42:18 AM
409 F 30-34,2:42:21 AM
291 F 40-44,2:42:21 AM
437 F 35-39,2:42:22 AM
215 F 45-49,2:42:26 AM
438 F 35-39,2:42:26 AM
216 F 45-49,2:42:26 AM
27 F 60-64,2:42:27 AM
414 F 25-29,2:42:27 AM
196 M 25-29,2:42:27 AM
240 F 20-24,2:42:28 AM
128 F 50-54,2:42:28 AM
216 M 40-44,2:42:31 AM
129 F 50-54,2:42:32 AM
415 F 25-29,2:42:33 AM
241 F 20-24,2:42:34 AM
70 F 55-59,2:42:34 AM
439 F 35-39,2:42:39 AM
3 F 65-69,2:42:40 AM
184 M 45-49,2:42:44 AM
28 F 60-64,2:42:44 AM
130 F 50-54,2:42:47 AM
217 F 45-49,2:42:48 AM
410 F 30-34,2:42:55 AM
416 F 25-29,2:42:56 AM
197 M 25-29,2:42:58 AM
131 F 50-54,2:42:59 AM
248 M 30-34,2:43:04 AM
249 M 30-34,2:43:09 AM
292 F 40-44,2:43:12 AM
417 F 25-29,2:43:16 AM
418 F 25-29,2:43:24 AM
419 F 25-29,2:43:24 AM
132 F 50-54,2:43:27 AM
198 M 25-29,2:43:30 AM
440 F 35-39,2:43:31 AM
420 F 25-29,2:43:33 AM
185 M 45-49,2:43:33 AM
421 F 25-29,2:43:34 AM
441 F 35-39,2:43:37 AM
422 F 25-29,2:43:37 AM
250 M 30-34,2:43:48 AM
29 F 60-64,2:43:52 AM
71 F 55-59,2:43:52 AM
423 F 25-29,2:43:56 AM
424 F 25-29,2:43:56 AM
18 M 65-69,2:44:02 AM
293 F 40-44,2:44:05 AM
442 F 35-39,2:44:07 AM
217 M 40-44,2:44:08 AM
251 M 30-34,2:44:11 AM
411 F 30-34,2:44:11 AM
412 F 30-34,2:44:20 AM
218 F 45-49,2:44:21 AM
133 F 50-54,2:44:28 AM
134 F 50-54,2:44:31 AM
443 F 35-39,2:44:32 AM
186 M 45-49,2:44:54 AM
413 F 30-34,2:45:00 AM
425 F 25-29,2:45:02 AM
72 F 55-59,2:45:02 AM
265 M 35-39,2:45:14 AM
444 F 35-39,2:45:14 AM
445 F 35-39,2:45:15 AM
135 F 50-54,2:45:21 AM
218 M 40-44,2:45:23 AM
446 F 35-39,2:45:27 AM
294 F 40-44,2:45:29 AM
71 M 55-59,2:45:33 AM
242 F 20-24,2:45:36 AM
243 F 20-24,2:45:36 AM
447 F 35-39,2:45:37 AM
73 F 55-59,2:45:39 AM
244 F 20-24,2:45:40 AM
295 F 40-44,2:45:43 AM
74 F 55-59,2:45:58 AM
414 F 30-34,2:46:04 AM
426 F 25-29,2:46:15 AM
187 M 45-49,2:46:20 AM
219 F 45-49,2:46:22 AM
4 F 65-69,2:46:24 AM
188 M 45-49,2:46:25 AM
220 F 45-49,2:46:29 AM
221 F 45-49,2:46:29 AM
30 F 60-64,2:46:33 AM
75 F 55-59,2:46:38 AM
245 F 20-24,2:46:45 AM
222 F 45-49,2:46:45 AM
296 F 40-44,2:46:54 AM
19 M 65-69,2:46:59 AM
76 F 55-59,2:47:00 AM
266 M 35-39,2:47:07 AM
297 F 40-44,2:47:10 AM
427 F 25-29,2:47:16 AM
298 F 40-44,2:47:17 AM
448 F 35-39,2:47:17 AM
1 F 80-99,2:47:24 AM
449 F 35-39,2:47:25 AM
299 F 40-44,2:47:30 AM
54 F 15-19,2:47:36 AM
300 F 40-44,2:47:39 AM
223 F 45-49,2:48:02 AM
246 F 20-24,2:48:08 AM
247 F 20-24,2:48:27 AM
224 F 45-49,2:48:28 AM
428 F 25-29,2:48:28 AM
450 F 35-39,2:48:32 AM
429 F 25-29,2:48:35 AM
189 M 45-49,2:48:38 AM
199 M 25-29,2:48:42 AM
430 F 25-29,2:48:43 AM
451 F 35-39,2:48:43 AM
452 F 35-39,2:48:44 AM
415 F 30-34,2:48:48 AM
416 F 30-34,2:48:58 AM
301 F 40-44,2:49:04 AM
225 F 45-49,2:49:10 AM
453 F 35-39,2:49:15 AM
431 F 25-29,2:49:15 AM
302 F 40-44,2:49:17 AM
190 M 45-49,2:49:17 AM
20 M 65-69,2:49:22 AM
200 M 25-29,2:49:22 AM
432 F 25-29,2:49:22 AM
226 F 45-49,2:49:32 AM
303 F 40-44,2:49:33 AM
454 F 35-39,2:49:45 AM
417 F 30-34,2:49:50 AM
267 M 35-39,2:49:50 AM
227 F 45-49,2:49:53 AM
304 F 40-44,2:49:58 AM
228 F 45-49,2:49:59 AM
252 M 30-34,2:50:00 AM
455 F 35-39,2:50:11 AM
418 F 30-34,2:50:27 AM
456 F 35-39,2:50:27 AM
457 F 35-39,2:50:31 AM
458 F 35-39,2:50:33 AM
132 M 50-54,2:50:33 AM
433 F 25-29,2:50:34 AM
305 F 40-44,2:50:35 AM
419 F 30-34,2:50:36 AM
248 F 20-24,2:50:37 AM
268 M 35-39,2:50:37 AM
306 F 40-44,2:50:43 AM
269 M 35-39,2:50:50 AM
136 F 50-54,2:50:52 AM
137 F 50-54,2:50:58 AM
434 F 25-29,2:51:00 AM
307 F 40-44,2:51:00 AM
229 F 45-49,2:51:03 AM
138 F 50-54,2:51:11 AM
77 F 55-59,2:51:12 AM
31 F 60-64,2:51:14 AM
3 F 70-74,2:51:15 AM
459 F 35-39,2:51:16 AM
139 F 50-54,2:51:16 AM
435 F 25-29,2:51:17 AM
5 F 65-69,2:51:19 AM
253 M 30-34,2:51:19 AM
420 F 30-34,2:51:20 AM
230 F 45-49,2:51:23 AM
436 F 25-29,2:51:24 AM
437 F 25-29,2:51:25 AM
254 M 30-34,2:51:30 AM
255 M 30-34,2:51:34 AM
421 F 30-34,2:51:34 AM
78 F 55-59,2:51:37 AM
460 F 35-39,2:51:47 AM
461 F 35-39,2:51:47 AM
462 F 35-39,2:51:48 AM
463 F 35-39,2:51:48 AM
422 F 30-34,2:51:48 AM
464 F 35-39,2:51:53 AM
231 F 45-49,2:51:56 AM
308 F 40-44,2:51:59 AM
140 F 50-54,2:52:02 AM
79 F 55-59,2:52:02 AM
465 F 35-39,2:52:03 AM
270 M 35-39,2:52:05 AM
219 M 40-44,2:52:08 AM
466 F 35-39,2:52:11 AM
80 F 55-59,2:52:13 AM
467 F 35-39,2:52:24 AM
468 F 35-39,2:52:26 AM
232 F 45-49,2:52:27 AM
438 F 25-29,2:52:27 AM
423 F 30-34,2:52:27 AM
32 F 60-64,2:52:31 AM
233 F 45-49,2:52:32 AM
271 M 35-39,2:52:37 AM
439 F 25-29,2:52:50 AM
220 M 40-44,2:52:58 AM
309 F 40-44,2:53:03 AM
33 F 60-64,2:53:05 AM
141 F 50-54,2:53:08 AM
142 F 50-54,2:53:08 AM
201 M 25-29,2:53:10 AM
424 F 30-34,2:53:10 AM
425 F 30-34,2:53:34 AM
256 M 30-34,2:53:46 AM
143 F 50-54,2:53:46 AM
234 F 45-49,2:53:52 AM
469 F 35-39,2:53:54 AM
144 F 50-54,2:54:03 AM
3 M 75-79,2:54:05 AM
145 F 50-54,2:54:06 AM
310 F 40-44,2:54:12 AM
6 F 65-69,2:54:15 AM
470 F 35-39,2:54:15 AM
426 F 30-34,2:54:16 AM
311 F 40-44,2:54:18 AM
427 F 30-34,2:54:26 AM
440 F 25-29,2:54:29 AM
,2:54:29 AM
428 F 30-34,2:54:30 AM
471 F 35-39,2:54:31 AM
202 M 25-29,2:54:44 AM
203 M 25-29,2:54:44 AM
472 F 35-39,2:54:45 AM
235 F 45-49,2:54:59 AM
429 F 30-34,2:55:01 AM
146 F 50-54,2:55:02 AM
430 F 30-34,2:55:03 AM
236 F 45-49,2:55:03 AM
257 M 30-34,2:55:09 AM
441 F 25-29,2:55:16 AM
147 F 50-54,2:55:22 AM
431 F 30-34,2:55:28 AM
81 F 55-59,2:55:31 AM
258 M 30-34,2:55:39 AM
442 F 25-29,2:55:39 AM
72 M 55-59,2:55:40 AM
312 F 40-44,2:55:41 AM
221 M 40-44,2:55:48 AM
473 F 35-39,2:55:57 AM
249 F 20-24,2:56:00 AM
432 F 30-34,2:56:13 AM
237 F 45-49,2:56:20 AM
474 F 35-39,2:56:21 AM
475 F 35-39,2:56:21 AM
82 F 55-59,2:56:24 AM
21 M 65-69,2:56:25 AM
433 F 30-34,2:56:27 AM
238 F 45-49,2:56:51 AM
239 F 45-49,2:56:58 AM
443 F 25-29,2:57:05 AM
222 M 40-44,2:57:09 AM
223 M 40-44,2:57:13 AM
272 M 35-39,2:57:13 AM
34 F 60-64,2:57:24 AM
99 M 20-24,2:57:28 AM
250 F 20-24,2:57:28 AM
444 F 25-29,2:57:32 AM
48 M 60-64,2:57:38 AM
73 M 55-59,2:57:39 AM
313 F 40-44,2:57:44 AM
476 F 35-39,2:57:49 AM
148 F 50-54,2:57:59 AM
240 F 45-49,2:58:00 AM
477 F 35-39,2:58:00 AM
445 F 25-29,2:58:04 AM
314 F 40-44,2:58:07 AM
74 M 55-59,2:58:09 AM
241 F 45-49,2:58:10 AM
242 F 45-49,2:58:19 AM
315 F 40-44,2:58:24 AM
243 F 45-49,2:58:26 AM
35 F 60-64,2:58:27 AM
478 F 35-39,2:58:30 AM
149 F 50-54,2:58:43 AM
316 F 40-44,2:58:45 AM
150 F 50-54,2:58:45 AM
83 F 55-59,2:58:46 AM
259 M 30-34,2:58:48 AM
36 F 60-64,2:58:50 AM
204 M 25-29,2:58:53 AM
244 F 45-49,2:58:57 AM
434 F 30-34,2:59:14 AM
317 F 40-44,2:59:16 AM
191 M 45-49,2:59:18 AM
37 F 60-64,2:59:21 AM
318 F 40-44,2:59:29 AM
7 F 65-69,2:59:31 AM
133 M 50-54,2:59:36 AM
75 M 55-59,2:59:38 AM
319 F 40-44,2:59:39 AM
320 F 40-44,2:59:52 AM
479 F 35-39,2:59:53 AM
245 F 45-49,3:00:05 AM
246 F 45-49,3:00:05 AM
446 F 25-29,3:00:07 AM
151 F 50-54,3:00:08 AM
152 F 50-54,3:00:12 AM
153 F 50-54,3:00:13 AM
447 F 25-29,3:00:13 AM
435 F 30-34,3:00:20 AM
260 M 30-34,3:00:24 AM
436 F 30-34,3:00:29 AM
205 M 25-29,3:00:32 AM
134 M 50-54,3:00:33 AM
154 F 50-54,3:00:33 AM
480 F 35-39,3:00:49 AM
247 F 45-49,3:00:53 AM
155 F 50-54,3:00:58 AM
76 M 55-59,3:00:59 AM
437 F 30-34,3:01:17 AM
481 F 35-39,3:01:18 AM
448 F 25-29,3:01:22 AM
321 F 40-44,3:01:50 AM
482 F 35-39,3:01:57 AM
38 F 60-64,3:02:01 AM
483 F 35-39,3:02:05 AM
322 F 40-44,3:02:20 AM
156 F 50-54,3:02:26 AM
157 F 50-54,3:02:54 AM
484 F 35-39,3:02:55 AM
224 M 40-44,3:03:10 AM
438 F 30-34,3:03:13 AM
135 M 50-54,3:04:53 AM
485 F 35-39,3:05:05 AM
39 F 60-64,3:05:08 AM
439 F 30-34,3:05:18 AM
486 F 35-39,3:05:21 AM
487 F 35-39,3:05:32 AM
248 F 45-49,3:05:34 AM
4 F 70-74,3:05:42 AM
249 F 45-49,3:05:51 AM
449 F 25-29,3:06:00 AM
250 F 45-49,3:06:15 AM
323 F 40-44,3:06:24 AM
488 F 35-39,3:06:39 AM
158 F 50-54,3:06:41 AM
192 M 45-49,3:07:11 AM
251 F 45-49,3:07:12 AM
324 F 40-44,3:07:49 AM
325 F 40-44,3:08:06 AM
440 F 30-34,3:08:06 AM
261 M 30-34,3:08:19 AM
489 F 35-39,3:08:20 AM
441 F 30-34,3:08:45 AM
326 F 40-44,3:09:09 AM
84 F 55-59,3:09:22 AM
490 F 35-39,3:09:22 AM
193 M 45-49,3:09:41 AM
55 F 15-19,3:09:41 AM
252 F 45-49,3:09:42 AM
327 F 40-44,3:09:52 AM
450 F 25-29,3:10:17 AM
491 F 35-39,3:10:17 AM
253 F 45-49,3:10:17 AM
328 F 40-44,3:10:18 AM
159 F 50-54,3:10:19 AM
329 F 40-44,3:10:32 AM
442 F 30-34,3:11:00 AM
443 F 30-34,3:11:15 AM
330 F 40-44,3:11:28 AM
254 F 45-49,3:11:33 AM
331 F 40-44,3:12:01 AM
492 F 35-39,3:12:01 AM
255 F 45-49,3:12:02 AM
332 F 40-44,3:12:08 AM
451 F 25-29,3:12:14 AM
225 M 40-44,3:12:47 AM
333 F 40-44,3:13:11 AM
160 F 50-54,3:13:12 AM
77 M 55-59,3:13:26 AM
136 M 50-54,3:13:38 AM
334 F 40-44,3:13:53 AM
335 F 40-44,3:13:54 AM
444 F 30-34,3:13:54 AM
273 M 35-39,3:14:40 AM
445 F 30-34,3:15:41 AM
78 M 55-59,3:16:41 AM
262 M 30-34,3:16:44 AM
446 F 30-34,3:17:07 AM
161 F 50-54,3:17:15 AM
85 F 55-59,3:18:12 AM
162 F 50-54,3:18:17 AM
447 F 30-34,3:18:27 AM
336 F 40-44,3:18:52 AM
337 F 40-44,3:19:01 AM
448 F 30-34,3:20:49 AM
256 F 45-49,3:20:52 AM
5 F 70-74,3:21:08 AM
338 F 40-44,3:21:12 AM
1 F 75-79,3:21:34 AM
163 F 50-54,3:21:34 AM
137 M 50-54,3:21:43 AM
164 F 50-54,3:21:46 AM
263 M 30-34,3:21:47 AM
165 F 50-54,3:21:49 AM
8 F 65-69,3:21:58 AM
86 F 55-59,3:21:59 AM
79 M 55-59,3:22:33 AM
257 F 45-49,3:22:43 AM
166 F 50-54,3:22:43 AM
251 F 20-24,3:23:26 AM
167 F 50-54,3:23:33 AM
449 F 30-34,3:23:34 AM
206 M 25-29,3:23:34 AM
450 F 30-34,3:24:56 AM
493 F 35-39,3:26:03 AM
452 F 25-29,3:26:34 AM
494 F 35-39,3:27:00 AM
451 F 30-34,3:27:49 AM
495 F 35-39,3:28:15 AM
168 F 50-54,3:28:21 AM
258 F 45-49,3:30:28 AM
496 F 35-39,3:31:01 AM
339 F 40-44,3:32:13 AM
497 F 35-39,3:32:41 AM
259 F 45-49,3:32:44 AM
498 F 35-39,3:32:44 AM
260 F 45-49,3:32:44 AM
40 F 60-64,3:32:48 AM
41 F 60-64,3:37:17 AM
169 F 50-54,3:37:19 AM
9 F 65-69,3:37:22 AM
87 F 55-59,3:37:23 AM
261 F 45-49,3:38:41 AM
340 F 40-44,3:47:39 AM
341 F 40-44,3:47:39 AM
170 F 50-54,4:02:00 AM
